qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
FBtr0346270	3R	89.655	29	3	0	2024	2052	11389341	11389369	0.56	40.1
FBtr0346270	3R	89.655	29	3	0	2024	2052	13969152	13969124	0.56	40.1
FBtr0346270	3R	89.655	29	3	0	2024	2052	13969155	13969127	0.56	40.1
FBtr0346270	3R	95.833	24	1	0	2026	2049	19158929	19158952	0.56	40.1
FBtr0346270	3R	90.323	31	2	1	2024	2053	22724319	22724349	0.56	40.1
FBtr0346270	3R	92.308	26	2	0	2026	2051	2850097	2850122	0.56	39.2
FBtr0346270	3R	87.097	31	4	0	2023	2053	9990520	9990550	0.56	39.2
FBtr0346270	3R	92.308	26	2	0	2027	2052	16002776	16002801	0.56	39.2
FBtr0346270	3R	100.000	21	0	0	1891	1911	27920622	27920602	0.56	39.2
FBtr0346270	3R	87.879	33	3	1	1882	1913	28578826	28578858	0.56	39.2
FBtr0346270	3R	92.308	26	2	0	2134	2159	29027874	29027849	0.56	39.2
FBtr0346270	3R	87.097	31	4	0	2024	2054	29082893	29082863	0.56	39.2
FBtr0346270	3R	95.652	23	1	0	2025	2047	1252580	1252602	2.0	38.3
FBtr0346270	3R	89.286	28	3	0	2024	2051	2703365	2703338	2.0	38.3
FBtr0346270	3R	89.286	28	3	0	2024	2051	2713437	2713410	2.0	38.3
FBtr0346270	3R	89.286	28	3	0	2024	2051	2720906	2720879	2.0	38.3
FBtr0346270	3R	89.286	28	3	0	2024	2051	2857770	2857797	2.0	38.3
FBtr0346270	3R	89.286	28	3	0	2025	2052	6801771	6801798	2.0	38.3
FBtr0346270	3R	82.051	39	4	1	2023	2058	13755885	13755847	2.0	38.3
FBtr0346270	3R	84.848	33	5	0	2020	2052	17783635	17783603	2.0	38.3
FBtr0346270	3R	79.545	44	6	1	2025	2068	18270195	18270235	2.0	38.3
FBtr0346270	3R	84.848	33	5	0	2026	2058	18459816	18459784	2.0	38.3
FBtr0346270	3R	95.652	23	1	0	2024	2046	23412366	23412344	2.0	38.3
FBtr0346270	3R	89.286	28	3	0	2025	2052	23912735	23912762	2.0	38.3
FBtr0346270	3R	79.070	43	9	0	1360	1402	24048843	24048885	2.0	38.3
FBtr0346270	3R	79.545	44	6	1	2025	2068	29082895	29082855	2.0	38.3
FBtr0346270	3R	86.667	30	4	0	2025	2054	5406129	5406100	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	2024	2048	5694226	5694250	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	2024	2048	6359534	6359558	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	2024	2048	9187605	9187581	2.0	37.4
FBtr0346270	3R	86.667	30	4	0	2023	2052	10328137	10328108	2.0	37.4
FBtr0346270	3R	100.000	20	0	0	2026	2045	11373897	11373916	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	2024	2048	14773112	14773088	2.0	37.4
FBtr0346270	3R	86.667	30	4	0	368	397	14819589	14819560	2.0	37.4
FBtr0346270	3R	86.667	30	4	0	2023	2052	18130559	18130588	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	2024	2048	18459815	18459791	2.0	37.4
FBtr0346270	3R	100.000	20	0	0	2026	2045	19362064	19362083	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	54	78	21283825	21283849	2.0	37.4
FBtr0346270	3R	79.545	44	7	1	2023	2066	24088244	24088203	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	1887	1911	24813651	24813627	2.0	37.4
FBtr0346270	3R	86.667	30	4	0	1815	1844	26269297	26269326	2.0	37.4
FBtr0346270	3R	92.000	25	2	0	2024	2048	26528959	26528983	2.0	37.4
FBtr0346270	3R	83.784	37	5	1	2023	2058	28342044	28342080	2.0	37.4
FBtr0346270	3R	81.081	37	7	0	1890	1926	5707738	5707774	6.8	36.5
FBtr0346270	3R	89.655	29	2	1	1891	1918	8625912	8625940	6.8	36.5
FBtr0346270	3R	88.889	27	3	0	2026	2052	9187606	9187580	6.8	36.5
FBtr0346270	3R	78.571	42	9	0	1093	1134	14114744	14114703	6.8	36.5
FBtr0346270	3R	95.455	22	1	0	2026	2047	14773113	14773092	6.8	36.5
FBtr0346270	3R	88.889	27	3	0	2026	2052	15323991	15324017	6.8	36.5
FBtr0346270	3R	85.294	34	4	1	1455	1487	17849549	17849516	6.8	36.5
FBtr0346270	3R	88.889	27	3	0	2026	2052	20394089	20394063	6.8	36.5
FBtr0346270	3R	84.375	32	5	0	2022	2053	20998489	20998458	6.8	36.5
FBtr0346270	3R	78.571	42	9	0	2024	2065	21583567	21583608	6.8	36.5
FBtr0346270	3R	95.455	22	1	0	1888	1909	22085820	22085799	6.8	36.5
FBtr0346270	3R	85.294	34	4	1	2024	2056	22140111	22140078	6.8	36.5
FBtr0346270	3R	88.889	27	3	0	2026	2052	23912742	23912768	6.8	36.5
FBtr0346270	3R	84.375	32	5	0	2023	2054	24213788	24213819	6.8	36.5
FBtr0346270	3R	95.455	22	1	0	1890	1911	27920626	27920605	6.8	36.5
FBtr0346270	3R	86.207	29	4	0	2024	2052	9144178	9144206	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	9144181	9144209	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	9144184	9144212	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	9144187	9144215	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	9144190	9144218	6.8	35.6
FBtr0346270	3R	100.000	19	0	0	1892	1910	9371100	9371082	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	9478616	9478588	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2020	2048	9485858	9485830	6.8	35.6
FBtr0346270	3R	100.000	19	0	0	85	103	11301651	11301633	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	11389335	11389363	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	2025	2048	12153864	12153887	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	13641868	13641840	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	1888	1911	13753263	13753286	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	14379106	14379134	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	14379109	14379137	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	14379112	14379140	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	2024	2047	17567145	17567168	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	1886	1914	17814697	17814725	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	17889556	17889528	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	17889559	17889531	6.8	35.6
FBtr0346270	3R	100.000	19	0	0	2030	2048	20253105	20253123	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	20394088	20394060	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	21225882	21225910	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	2026	2049	21951040	21951017	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	2025	2048	22166139	22166116	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	24074992	24075020	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	24074995	24075023	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	2023	2046	25662847	25662870	6.8	35.6
FBtr0346270	3R	82.353	34	6	0	696	729	26609092	26609059	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	26897671	26897699	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	26897674	26897702	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	2024	2052	29347577	29347549	6.8	35.6
FBtr0346270	3R	86.207	29	4	0	1882	1910	30043917	30043945	6.8	35.6
FBtr0346270	3R	91.667	24	2	0	2024	2047	31799040	31799063	6.8	35.6
FBtr0346270	3L	93.103	29	2	0	2024	2052	16026234	16026262	0.013	44.6
FBtr0346270	3L	90.323	31	3	0	2022	2052	19651624	19651594	0.046	43.7
FBtr0346270	3L	96.000	25	1	0	2024	2048	7870630	7870606	0.16	41.9
FBtr0346270	3L	83.784	37	6	0	2026	2062	10737613	10737577	0.16	41.0
FBtr0346270	3L	92.593	27	2	0	2026	2052	22071424	22071398	0.16	41.0
FBtr0346270	3L	89.655	29	3	0	2024	2052	6792360	6792388	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	6867849	6867877	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	6867852	6867880	0.56	40.1
FBtr0346270	3L	95.833	24	1	0	2025	2048	7247800	7247777	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	7826006	7825978	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	9168974	9168946	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	11091377	11091349	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	14223950	14223922	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	15211964	15211992	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	15211976	15212004	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	19651616	19651588	0.56	40.1
FBtr0346270	3L	89.655	29	3	0	2024	2052	19651619	19651591	0.56	40.1
FBtr0346270	3L	92.308	26	2	0	2023	2048	2907010	2906985	0.56	39.2
FBtr0346270	3L	78.261	46	10	0	2024	2069	9704844	9704889	0.56	39.2
FBtr0346270	3L	87.097	31	4	0	2024	2054	12329861	12329891	0.56	39.2
FBtr0346270	3L	92.308	26	2	0	2023	2048	12329863	12329888	0.56	39.2
FBtr0346270	3L	87.500	32	1	1	2024	2052	16026237	16026268	0.56	39.2
FBtr0346270	3L	79.070	43	9	0	1093	1135	1245277	1245235	2.0	38.3
FBtr0346270	3L	89.286	28	3	0	2024	2051	6792363	6792390	2.0	38.3
FBtr0346270	3L	95.652	23	1	0	2026	2048	7825902	7825880	2.0	38.3
FBtr0346270	3L	95.652	23	1	0	2024	2046	7870627	7870605	2.0	38.3
FBtr0346270	3L	83.333	36	2	1	2024	2055	9321204	9321239	2.0	38.3
FBtr0346270	3L	95.652	23	1	0	2025	2047	9781467	9781489	2.0	38.3
FBtr0346270	3L	89.286	28	3	0	2024	2051	15211961	15211988	2.0	38.3
FBtr0346270	3L	89.286	28	3	0	2025	2052	22331228	22331255	2.0	38.3
FBtr0346270	3L	84.848	33	5	0	2026	2058	22950581	22950613	2.0	38.3
FBtr0346270	3L	92.000	25	2	0	2024	2048	976054	976078	2.0	37.4
FBtr0346270	3L	100.000	20	0	0	1625	1644	2429304	2429323	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	1537	1561	9365972	9365948	2.0	37.4
FBtr0346270	3L	100.000	20	0	0	1891	1910	9706973	9706992	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2023	2047	10509064	10509088	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2023	2047	11296702	11296726	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2024	2048	12892116	12892140	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2024	2048	13506719	13506743	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2154	2178	14181518	14181494	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2024	2048	14598505	14598481	2.0	37.4
FBtr0346270	3L	78.261	46	7	1	1871	1916	15138246	15138204	2.0	37.4
FBtr0346270	3L	82.857	35	6	0	2024	2058	21720519	21720553	2.0	37.4
FBtr0346270	3L	82.857	35	6	0	2024	2058	22331245	22331279	2.0	37.4
FBtr0346270	3L	92.000	25	2	0	2024	2048	24170311	24170335	2.0	37.4
FBtr0346270	3L	77.778	45	10	0	2025	2069	25663654	25663698	2.0	37.4
FBtr0346270	3L	84.375	32	5	0	964	995	66602	66633	6.8	36.5
FBtr0346270	3L	78.571	42	9	0	2024	2065	608316	608275	6.8	36.5
FBtr0346270	3L	84.848	33	2	1	2024	2053	1177204	1177172	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	2024	2045	3387794	3387815	6.8	36.5
FBtr0346270	3L	88.889	27	3	0	1922	1948	3404600	3404574	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	2024	2045	7247798	7247777	6.8	36.5
FBtr0346270	3L	88.889	27	3	0	2025	2051	7825906	7825880	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	1890	1911	11649619	11649640	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	1689	1710	15972700	15972679	6.8	36.5
FBtr0346270	3L	77.083	48	8	1	2024	2068	19828431	19828478	6.8	36.5
FBtr0346270	3L	88.889	27	3	0	2026	2052	20192094	20192068	6.8	36.5
FBtr0346270	3L	88.889	27	3	0	2026	2052	22071421	22071395	6.8	36.5
FBtr0346270	3L	88.889	27	3	0	2026	2052	22071427	22071401	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	2024	2045	22233216	22233195	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	1890	1911	22266123	22266102	6.8	36.5
FBtr0346270	3L	95.455	22	1	0	1890	1911	22266126	22266105	6.8	36.5
FBtr0346270	3L	84.375	32	5	0	2021	2052	25663647	25663678	6.8	36.5
FBtr0346270	3L	86.207	29	4	0	2023	2051	6867854	6867882	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7825910	7825882	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2035	2058	7830555	7830532	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7869698	7869726	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7869701	7869729	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7869704	7869732	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7869707	7869735	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7869710	7869738	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	7869713	7869741	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	8041600	8041628	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	9168977	9168949	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2025	2048	10180527	10180550	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2154	2177	10315305	10315328	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2023	2051	10984433	10984405	6.8	35.6
FBtr0346270	3L	100.000	19	0	0	1893	1911	11883180	11883198	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2025	2048	12111464	12111441	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	13506722	13506750	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027749	14027721	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027752	14027724	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027755	14027727	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027758	14027730	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027761	14027733	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027764	14027736	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027767	14027739	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	14027770	14027742	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2023	2046	14193547	14193524	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2025	2048	15898502	15898479	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2029	2052	17400352	17400329	6.8	35.6
FBtr0346270	3L	79.487	39	8	0	2028	2066	18761750	18761788	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	18798265	18798237	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	19362249	19362221	6.8	35.6
FBtr0346270	3L	82.353	34	6	0	2025	2058	19583954	19583987	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192057	20192029	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192060	20192032	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192063	20192035	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192066	20192038	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192069	20192041	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192072	20192044	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192075	20192047	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192078	20192050	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192081	20192053	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192084	20192056	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	20192087	20192059	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2024	2047	21263329	21263352	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	21407304	21407332	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	21407307	21407335	6.8	35.6
FBtr0346270	3L	86.207	29	4	0	2024	2052	22331242	22331270	6.8	35.6
FBtr0346270	3L	82.353	34	6	0	2025	2058	22833356	22833323	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2029	2052	25414312	25414335	6.8	35.6
FBtr0346270	3L	91.667	24	2	0	2045	2068	25688377	25688354	6.8	35.6
FBtr0346270	211000022278862	89.286	28	3	0	2024	2051	633	660	2.0	38.3
FBtr0346270	211000022279318	95.652	23	1	0	2025	2047	795	817	2.0	38.3
FBtr0346270	211000022280727	95.652	23	1	0	2025	2047	4372	4394	2.0	38.3
FBtr0346270	Unmapped_Scaffold_13_D1782	95.652	23	1	0	2025	2047	4820	4798	2.0	38.3
FBtr0346270	Unmapped_Scaffold_11_D1754	95.652	23	1	0	2025	2047	20824	20802	2.0	38.3
FBtr0346270	Y_mapped_Scaffold_34_D1584	88.889	27	3	0	2026	2052	2343	2317	6.8	36.5
FBtr0346270	211000022280471	91.667	24	2	0	2045	2068	2645	2622	6.8	35.6
FBtr0346270	Y_mapped_Scaffold_21_D1683_D1693	91.667	24	2	0	2028	2051	26717	26694	6.8	35.6
FBtr0346270	Y_mapped_Scaffold_21_D1683_D1693	91.667	24	2	0	2028	2051	28789	28766	6.8	35.6
FBtr0346270	Unmapped_Scaffold_35_D1599	91.667	24	2	0	2045	2068	55354	55331	6.8	35.6
FBtr0346270	Y	91.667	24	2	0	2045	2068	1916976	1916999	6.8	35.6
FBtr0346270	Y	91.667	24	2	0	2045	2068	2015639	2015616	6.8	35.6
FBtr0346270	Y	91.667	24	2	0	2045	2068	2129917	2129894	6.8	35.6
FBtr0346270	Y	91.667	24	2	0	2045	2068	2817246	2817223	6.8	35.6
FBtr0346270	Y	91.667	24	2	0	2028	2051	3061928	3061905	6.8	35.6
FBtr0346270	Y	91.667	24	2	0	2028	2051	3228855	3228878	6.8	35.6
